model,hop_count,evidence_status,availability,per_hop_signal_means_event_per_gate,end_to_end_detection_probability,supplied_end_to_end_false_alarm_probability,modeled_latency_s,known_propagation_only_s,valid_windows_per_year,null_windows_per_year,fallback_relative_gain_per_success_currency,false_trigger_loss_currency,pulse_variable_cost_per_valid_window_currency,annual_fixed_cost_currency,annual_operating_cost_currency,annual_incremental_value_currency_per_year,notes
synthetic_geometric,3,SYNTHETIC,AVAILABLE_AS_SIMULATION_ONLY,0.9;0.9;0.9,0.20898260223548026,3.52159875201889e-07,0.0170782047599076,0.016678204759907604,10000.0,1000000.0,52.06362834373157,2000.0,6.0,230000.0,120000.0,-301900.39441946446,SIMULATION_ONLY; illustrative assumptions; not measured system performance. Named causal PFA example permits a false origin only at hop 1 and requires all downstream PD events. Pulse cost charges all hops on every valid window; relay pulses caused by false origins are excluded and would reduce value further.
synthetic_geometric,4,SYNTHETIC,AVAILABLE_AS_SIMULATION_ONLY,1.6;1.6;1.6;1.6,0.4057301315189798,5.083674425238254e-07,0.017178204759907605,0.016678204759907604,10000.0,1000000.0,51.35368061171269,2000.0,8.0,270000.0,130000.0,-272659.3789993089,SIMULATION_ONLY; illustrative assumptions; not measured system performance. Named causal PFA example permits a false origin only at hop 1 and requires all downstream PD events. Pulse cost charges all hops on every valid window; relay pulses caused by false origins are excluded and would reduce value further.
synthetic_geometric,5,SYNTHETIC,AVAILABLE_AS_SIMULATION_ONLY,2.5;2.5;2.5;2.5;2.5,0.651647197534648,7.099206489276563e-07,0.017278204759907604,0.016678204759907604,10000.0,1000000.0,50.645151356208565,2000.0,10.0,310000.0,140000.0,-221392.13179794143,SIMULATION_ONLY; illustrative assumptions; not measured system performance. Named causal PFA example permits a false origin only at hop 1 and requires all downstream PD events. Pulse cost charges all hops on every valid window; relay pulses caused by false origins are excluded and would reduce value further.
synthetic_geometric,6,SYNTHETIC,AVAILABLE_AS_SIMULATION_ONLY,3.6;3.6;3.6;3.6;3.6;3.6,0.8468568750011519,8.706457094998879e-07,0.017378204759907603,0.016678204759907604,10000.0,1000000.0,49.93803774310113,2000.0,12.0,350000.0,150000.0,-198837.58555087785,SIMULATION_ONLY; illustrative assumptions; not measured system performance. Named causal PFA example permits a false origin only at hop 1 and requires all downstream PD events. Pulse cost charges all hops on every valid window; relay pulses caused by false origins are excluded and would reduce value further.
synthetic_geometric,7,SYNTHETIC,AVAILABLE_AS_SIMULATION_ONLY,4.9;4.9;4.9;4.9;4.9;4.9;4.9,0.9490241066998129,9.561436280217183e-07,0.017478204759907603,0.016678204759907604,10000.0,1000000.0,49.23233694393508,2000.0,14.0,390000.0,160000.0,-224685.54136642162,SIMULATION_ONLY; illustrative assumptions; not measured system performance. Named causal PFA example permits a false origin only at hop 1 and requires all downstream PD events. Pulse cost charges all hops on every valid window; relay pulses caused by false origins are excluded and would reduce value further.
synthetic_geometric,8,SYNTHETIC,AVAILABLE_AS_SIMULATION_ONLY,6.4;6.4;6.4;6.4;6.4;6.4;6.4;6.4,0.9867846002358863,9.884264323290595e-07,0.017578204759907602,0.016678204759907604,10000.0,1000000.0,48.528046135906166,2000.0,16.0,430000.0,170000.0,-283109.56680017,SIMULATION_ONLY; illustrative assumptions; not measured system performance. Named causal PFA example permits a false origin only at hop 1 and requires all downstream PD events. Pulse cost charges all hops on every valid window; relay pulses caused by false origins are excluded and would reduce value further.
literature_informed_supplied,1,PRIMARY_PAPER_REPRODUCTION,DIRECT_ANCHOR_ONLY,0.81,0.5551419337770589,UNKNOWN,UNKNOWN,3.4523883853008736e-06,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Stancil et al. (2012) direct-link lambda=0.81 reproduction; full request-to-decision latency and numeric background bound are unavailable.
literature_informed_supplied,2,LITERATURE_GAP,UNAVAILABLE_EVIDENCE_GAP,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN: no source-audited regenerative-hop signal mean or delay.
literature_informed_supplied,3,LITERATURE_GAP,UNAVAILABLE_EVIDENCE_GAP,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN: no source-audited regenerative-hop signal mean or delay.
literature_informed_supplied,4,LITERATURE_GAP,UNAVAILABLE_EVIDENCE_GAP,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN: no source-audited regenerative-hop signal mean or delay.
literature_informed_supplied,5,LITERATURE_GAP,UNAVAILABLE_EVIDENCE_GAP,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN: no source-audited regenerative-hop signal mean or delay.
literature_informed_supplied,6,LITERATURE_GAP,UNAVAILABLE_EVIDENCE_GAP,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN: no source-audited regenerative-hop signal mean or delay.
literature_informed_supplied,7,LITERATURE_GAP,UNAVAILABLE_EVIDENCE_GAP,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN: no source-audited regenerative-hop signal mean or delay.
literature_informed_supplied,8,LITERATURE_GAP,UNAVAILABLE_EVIDENCE_GAP,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN: no source-audited regenerative-hop signal mean or delay.
